"DateTime","Players","Average Players"
"2026-02-23 00:00:00",678,821
"2026-02-23 01:00:00",613,820
"2026-02-23 02:00:00",570,818
"2026-02-23 03:00:00",551,815
"2026-02-23 04:00:00",555,812
"2026-02-23 05:00:00",560,810
"2026-02-23 06:00:00",602,808
"2026-02-23 07:00:00",648,806
"2026-02-23 08:00:00",718,804
"2026-02-23 09:00:00",816,801
"2026-02-23 10:00:00",841,798
"2026-02-23 11:00:00",877,796
"2026-02-23 12:00:00",908,794
"2026-02-23 13:00:00",957,794
"2026-02-23 14:00:00",967,794
"2026-02-23 15:00:00",940,796
"2026-02-23 16:00:00",973,798
"2026-02-23 17:00:00",986,800
"2026-02-23 18:00:00",987,803
"2026-02-23 19:00:00",1058,804
"2026-02-23 20:00:00",1064,803
"2026-02-23 21:00:00",1048,803
"2026-02-23 22:00:00",961,804
"2026-02-23 23:00:00",816,806
"2026-02-24 00:00:00",658,806
"2026-02-24 01:00:00",574,806
"2026-02-24 02:00:00",525,807
"2026-02-24 03:00:00",488,808
"2026-02-24 04:00:00",503,810
"2026-02-24 05:00:00",515,810
"2026-02-24 06:00:00",552,810
"2026-02-24 07:00:00",606,811
"2026-02-24 08:00:00",663,811
"2026-02-24 09:00:00",740,810
"2026-02-24 10:00:00",793,809
"2026-02-24 11:00:00",825,809
"2026-02-24 12:00:00",889,809
"2026-02-24 13:00:00",963,808
"2026-02-24 14:00:00",994,809
"2026-02-24 15:00:00",1002,809
"2026-02-24 16:00:00",1021,808
"2026-02-24 17:00:00",1033,807
"2026-02-24 18:00:00",1019,806
"2026-02-24 19:00:00",1031,807
"2026-02-24 20:00:00",1051,808
"2026-02-24 21:00:00",1061,808
"2026-02-24 22:00:00",1006,808
"2026-02-24 23:00:00",831,807
"2026-02-25 00:00:00",660,807
"2026-02-25 01:00:00",589,806
"2026-02-25 02:00:00",551,806
"2026-02-25 03:00:00",529,806
"2026-02-25 04:00:00",517,806
"2026-02-25 05:00:00",528,806
"2026-02-25 06:00:00",556,807
"2026-02-25 07:00:00",625,808
"2026-02-25 08:00:00",645,807
"2026-02-25 09:00:00",716,808
"2026-02-25 10:00:00",790,809
"2026-02-25 11:00:00",821,809
"2026-02-25 12:00:00",879,811
"2026-02-25 13:00:00",971,811
"2026-02-25 14:00:00",993,810
"2026-02-25 15:00:00",980,809
"2026-02-25 16:00:00",991,808
"2026-02-25 17:00:00",1016,807
"2026-02-25 18:00:00",1037,806
"2026-02-25 19:00:00",1059,803
"2026-02-25 20:00:00",1059,801
"2026-02-25 21:00:00",1047,801
"2026-02-25 22:00:00",981,801
"2026-02-25 23:00:00",820,801
"2026-02-26 00:00:00",651,802
"2026-02-26 01:00:00",574,802
"2026-02-26 02:00:00",549,803
"2026-02-26 03:00:00",528,803
"2026-02-26 04:00:00",531,803
"2026-02-26 05:00:00",547,804
