"DateTime","Players","Average Players"
"2026-02-22 00:00:00",1144,1506
"2026-02-22 01:00:00",1227,1502
"2026-02-22 02:00:00",1392,1498
"2026-02-22 03:00:00",1444,1495
"2026-02-22 04:00:00",1461,1489
"2026-02-22 05:00:00",1564,1485
"2026-02-22 06:00:00",1638,1478
"2026-02-22 07:00:00",1607,1469
"2026-02-22 08:00:00",1534,1461
"2026-02-22 09:00:00",1550,1452
"2026-02-22 10:00:00",1566,1442
"2026-02-22 11:00:00",1691,1432
"2026-02-22 12:00:00",1805,1422
"2026-02-22 13:00:00",1913,1409
"2026-02-22 14:00:00",1887,1394
"2026-02-22 15:00:00",1768,1377
"2026-02-22 16:00:00",1545,1359
"2026-02-22 17:00:00",1414,1346
"2026-02-22 18:00:00",1417,1335
"2026-02-22 19:00:00",1390,1322
"2026-02-22 20:00:00",1390,1308
"2026-02-22 21:00:00",1352,1294
"2026-02-22 22:00:00",1298,1281
"2026-02-22 23:00:00",1152,1265
"2026-02-23 00:00:00",1058,1256
"2026-02-23 01:00:00",1133,1250
"2026-02-23 02:00:00",1320,1248
"2026-02-23 03:00:00",1314,1243
"2026-02-23 04:00:00",1349,1242
"2026-02-23 05:00:00",1393,1237
"2026-02-23 06:00:00",1421,1230
"2026-02-23 07:00:00",1396,1221
"2026-02-23 08:00:00",1335,1214
"2026-02-23 09:00:00",1285,1210
"2026-02-23 10:00:00",1322,1205
"2026-02-23 11:00:00",1425,1199
"2026-02-23 12:00:00",1492,1195
"2026-02-23 13:00:00",1511,1193
"2026-02-23 14:00:00",1477,1191
"2026-02-23 15:00:00",1326,1188
"2026-02-23 16:00:00",1204,1186
"2026-02-23 17:00:00",1148,1184
"2026-02-23 18:00:00",1097,1179
"2026-02-23 19:00:00",1043,1174
"2026-02-23 20:00:00",1050,1173
"2026-02-23 21:00:00",1020,1170
"2026-02-23 22:00:00",914,1166
"2026-02-23 23:00:00",915,1163
"2026-02-24 00:00:00",910,1159
"2026-02-24 01:00:00",1074,1157
"2026-02-24 02:00:00",1190,1153
"2026-02-24 03:00:00",1278,1148
"2026-02-24 04:00:00",1218,1142
"2026-02-24 05:00:00",1216,1138
"2026-02-24 06:00:00",1218,1137
"2026-02-24 07:00:00",1215,1134
"2026-02-24 08:00:00",1226,1130
"2026-02-24 09:00:00",1166,1126
"2026-02-24 10:00:00",1178,1124
"2026-02-24 11:00:00",1324,1121
"2026-02-24 12:00:00",1456,1117
"2026-02-24 13:00:00",1487,1112
"2026-02-24 14:00:00",1423,1109
"2026-02-24 15:00:00",1288,1109
"2026-02-24 16:00:00",1155,1109
"2026-02-24 17:00:00",1036,1108
"2026-02-24 18:00:00",998,1108
"2026-02-24 19:00:00",1027,1107
"2026-02-24 20:00:00",982,1104
"2026-02-24 21:00:00",938,1102
"2026-02-24 22:00:00",852,1100
"2026-02-24 23:00:00",834,1099
"2026-02-25 00:00:00",859,1099
"2026-02-25 01:00:00",970,1096
"2026-02-25 02:00:00",1068,1095
"2026-02-25 03:00:00",1127,1093
"2026-02-25 04:00:00",1128,1090
"2026-02-25 05:00:00",1186,1089
"2026-02-25 06:00:00",1153,1087
"2026-02-25 07:00:00",1117,1087
"2026-02-25 08:00:00",1145,1087
"2026-02-25 09:00:00",1115,1086
"2026-02-25 10:00:00",1100,1086
"2026-02-25 11:00:00",1214,1088
"2026-02-25 12:00:00",1343,1088
"2026-02-25 13:00:00",1416,1087
"2026-02-25 14:00:00",1412,1086
"2026-02-25 15:00:00",1295,1084
"2026-02-25 16:00:00",1136,1082
"2026-02-25 17:00:00",1027,1079
"2026-02-25 18:00:00",989,1078
"2026-02-25 19:00:00",947,1077
"2026-02-25 20:00:00",939,1075
"2026-02-25 21:00:00",898,1075
"2026-02-25 22:00:00",831,1075
"2026-02-25 23:00:00",816,1073
"2026-02-26 00:00:00",807,1071
"2026-02-26 01:00:00",940,1070
"2026-02-26 02:00:00",1031,1070
"2026-02-26 03:00:00",1065,1069
"2026-02-26 04:00:00",1107,1068
"2026-02-26 05:00:00",1138,1067
"2026-02-26 06:00:00",1142,1065
"2026-02-26 07:00:00",1128,1064
"2026-02-26 08:00:00",1128,1064
"2026-02-26 09:00:00",1133,1066
"2026-02-26 10:00:00",1152,1067
"2026-02-26 11:00:00",1226,1066
"2026-02-26 12:00:00",1344,1064
"2026-02-26 13:00:00",1382,1064
"2026-02-26 14:00:00",1359,1064
"2026-02-26 15:00:00",1239,1064
"2026-02-26 16:00:00",1046,1067
"2026-02-26 17:00:00",1002,1072
