"DateTime","Players","Average Players"
"2017-02-01 00:00:00",9,
"2017-02-02 00:00:00",,
"2017-02-03 00:00:00",,
"2017-02-04 00:00:00",,
"2017-02-05 00:00:00",,
"2017-02-06 00:00:00",,
"2017-02-07 00:00:00",,
"2017-02-08 00:00:00",,
"2017-02-09 00:00:00",,
"2017-02-10 00:00:00",,
"2017-02-11 00:00:00",,
"2017-02-12 00:00:00",,
"2017-02-13 00:00:00",,
"2017-02-14 00:00:00",,
"2017-02-15 00:00:00",,
"2017-02-16 00:00:00",,
"2017-02-17 00:00:00",,
"2017-02-18 00:00:00",,
"2017-02-19 00:00:00",,
"2017-02-20 00:00:00",,
"2017-02-21 00:00:00",,
"2017-02-22 00:00:00",,
"2017-02-23 00:00:00",,
"2017-02-24 00:00:00",,
"2017-02-25 00:00:00",,
"2017-02-26 00:00:00",,
"2017-02-27 00:00:00",6,
"2017-02-28 00:00:00",10,
"2017-03-01 00:00:00",12,
"2017-03-02 00:00:00",11,
"2017-03-03 00:00:00",15,
"2017-03-04 00:00:00",9,
"2017-03-05 00:00:00",7,
"2017-03-06 00:00:00",8,
"2017-03-07 00:00:00",13,
"2017-03-08 00:00:00",14,
"2017-03-09 00:00:00",13,
"2017-03-10 00:00:00",10,
"2017-03-11 00:00:00",11,
"2017-03-12 00:00:00",5,
"2017-03-13 00:00:00",10,
"2017-03-14 00:00:00",25,
"2017-03-15 00:00:00",26,
"2017-03-16 00:00:00",31,
"2017-03-17 00:00:00",28,
"2017-03-18 00:00:00",27,
"2017-03-19 00:00:00",2,
"2017-03-20 00:00:00",27,
"2017-03-21 00:00:00",,
"2017-03-22 00:00:00",,
"2017-03-23 00:00:00",30,
"2017-03-24 00:00:00",30,
"2017-03-25 00:00:00",27,
"2017-03-26 00:00:00",7,
"2017-03-27 00:00:00",35,
"2017-03-28 00:00:00",36,
"2017-03-29 00:00:00",39,
"2017-03-30 00:00:00",39,
"2017-03-31 00:00:00",40,
"2017-04-01 00:00:00",47,
"2017-04-02 00:00:00",42,
"2017-04-03 00:00:00",52,
"2017-04-04 00:00:00",53,
"2017-04-05 00:00:00",63,
"2017-04-06 00:00:00",58,
"2017-04-07 00:00:00",50,
"2017-04-08 00:00:00",46,
"2017-04-09 00:00:00",18,
"2017-04-10 00:00:00",27,
"2017-04-11 00:00:00",33,
"2017-04-12 00:00:00",35,
"2017-04-13 00:00:00",32,
