"DateTime","Players","Average Players"
"2024-11-06 00:00:00",20048,16521
"2024-11-07 00:00:00",15011,9816
"2024-11-08 00:00:00",13403,8844
"2024-11-09 00:00:00",13710,9769
"2024-11-10 00:00:00",13848,9748
"2024-11-11 00:00:00",10950,7108
"2024-11-12 00:00:00",8768,5646
"2024-11-13 00:00:00",8182,5109
"2024-11-14 00:00:00",7456,4727
"2024-11-15 00:00:00",7579,4782
"2024-11-16 00:00:00",8178,5751
"2024-11-17 00:00:00",8936,6105
"2024-11-18 00:00:00",6509,4100
"2024-11-19 00:00:00",5847,3633
"2024-11-20 00:00:00",5374,3411
"2024-11-21 00:00:00",5370,3268
"2024-11-22 00:00:00",5108,3352
"2024-11-23 00:00:00",5703,4058
"2024-11-24 00:00:00",6022,4230
"2024-11-25 00:00:00",4715,2970
"2024-11-26 00:00:00",4310,2715
"2024-11-27 00:00:00",4203,2600
"2024-11-28 00:00:00",3994,2491
"2024-11-29 00:00:00",3957,2525
"2024-11-30 00:00:00",4189,2978
"2024-12-01 00:00:00",4411,3088
"2024-12-02 00:00:00",3530,2214
"2024-12-03 00:00:00",3090,2012
"2024-12-04 00:00:00",2936,1904
"2024-12-05 00:00:00",2796,1823
"2024-12-06 00:00:00",2788,1848
"2024-12-07 00:00:00",3297,2326
"2024-12-08 00:00:00",3473,2445
"2024-12-09 00:00:00",2726,1746
"2024-12-10 00:00:00",2410,1594
"2024-12-11 00:00:00",2427,1518
"2024-12-12 00:00:00",3118,1787
"2024-12-13 00:00:00",3040,2013
"2024-12-14 00:00:00",3448,2435
"2024-12-15 00:00:00",3783,2625
"2024-12-16 00:00:00",3019,1950
"2024-12-17 00:00:00",2817,1808
"2024-12-18 00:00:00",2664,1753
"2024-12-19 00:00:00",2552,1682
"2024-12-20 00:00:00",2577,1754
"2024-12-21 00:00:00",3010,2086
"2024-12-22 00:00:00",3300,2297
"2024-12-23 00:00:00",2859,1961
"2024-12-24 00:00:00",2447,1799
"2024-12-25 00:00:00",2935,1929
"2024-12-26 00:00:00",3237,2214
"2024-12-27 00:00:00",3309,2276
"2024-12-28 00:00:00",3385,2312
"2024-12-29 00:00:00",3546,2472
"2024-12-30 00:00:00",3294,2210
"2024-12-31 00:00:00",2832,1977
"2025-01-01 00:00:00",3406,2178
"2025-01-02 00:00:00",3109,2041
"2025-01-03 00:00:00",2865,1931
"2025-01-04 00:00:00",3030,2089
"2025-01-05 00:00:00",3088,2153
"2025-01-06 00:00:00",2447,1604
"2025-01-07 00:00:00",2180,1372
"2025-01-08 00:00:00",2033,1305
"2025-01-09 00:00:00",2091,1274
"2025-01-10 00:00:00",2099,1335
"2025-01-11 00:00:00",2488,1687
"2025-01-12 00:00:00",2654,1788
"2025-01-13 00:00:00",1944,1239
"2025-01-14 00:00:00",1883,1145
"2025-01-15 00:00:00",1767,1118
"2025-01-16 00:00:00",1771,1123
"2025-01-17 00:00:00",1811,1174
"2025-01-18 00:00:00",2202,1547
"2025-01-19 00:00:00",2506,1698
"2025-01-20 00:00:00",2187,1325
"2025-01-21 00:00:00",1871,1159
"2025-01-22 00:00:00",1837,1154
"2025-01-23 00:00:00",1688,1089
"2025-01-24 00:00:00",1833,1165
"2025-01-25 00:00:00",2101,1450
"2025-01-26 00:00:00",2401,1578
"2025-01-27 00:00:00",1760,1162
"2025-01-28 00:00:00",1652,1078
"2025-01-29 00:00:00",1565,1054
"2025-01-30 00:00:00",1517,1012
"2025-01-31 00:00:00",1575,1051
"2025-02-01 00:00:00",1878,1283
"2025-02-02 00:00:00",2061,1403
"2025-02-03 00:00:00",1570,1034
"2025-02-04 00:00:00",1500,964
"2025-02-05 00:00:00",1443,940
"2025-02-06 00:00:00",1409,910
"2025-02-07 00:00:00",1401,948
"2025-02-08 00:00:00",1757,1206
"2025-02-09 00:00:00",1950,1316
"2025-02-10 00:00:00",1475,934
"2025-02-11 00:00:00",1386,906
"2025-02-12 00:00:00",1385,904
"2025-02-13 00:00:00",1892,1128
"2025-02-14 00:00:00",1756,1184
"2025-02-15 00:00:00",2107,1465
"2025-02-16 00:00:00",2456,1632
"2025-02-17 00:00:00",2068,1275
"2025-02-18 00:00:00",1684,1125
"2025-02-19 00:00:00",1692,1100
"2025-02-20 00:00:00",1593,1064
"2025-02-21 00:00:00",1603,1075
"2025-02-22 00:00:00",1897,1324
"2025-02-23 00:00:00",2122,1409
"2025-02-24 00:00:00",1534,1020
"2025-02-25 00:00:00",1485,942
"2025-02-26 00:00:00",1463,926
"2025-02-27 00:00:00",1442,930
"2025-02-28 00:00:00",1499,984
"2025-03-01 00:00:00",1819,1231
"2025-03-02 00:00:00",2000,1348
"2025-03-03 00:00:00",1498,985
"2025-03-04 00:00:00",1375,896
"2025-03-05 00:00:00",1378,871
"2025-03-06 00:00:00",1389,869
"2025-03-07 00:00:00",1377,901
"2025-03-08 00:00:00",1619,1117
"2025-03-09 00:00:00",1823,1229
"2025-03-10 00:00:00",1445,888
"2025-03-11 00:00:00",1388,856
"2025-03-12 00:00:00",1396,867
"2025-03-13 00:00:00",1360,849
"2025-03-14 00:00:00",1461,938
"2025-03-15 00:00:00",1754,1212
"2025-03-16 00:00:00",1999,1334
"2025-03-17 00:00:00",1651,1003
"2025-03-18 00:00:00",1562,971
"2025-03-19 00:00:00",1560,964
"2025-03-20 00:00:00",2272,1250
"2025-03-21 00:00:00",2070,1299
"2025-03-22 00:00:00",2249,1530
"2025-03-23 00:00:00",2553,1671
"2025-03-24 00:00:00",1890,1180
"2025-03-25 00:00:00",1701,1064
"2025-03-26 00:00:00",1653,1017
"2025-03-27 00:00:00",1599,989
"2025-03-28 00:00:00",1677,1039
"2025-03-29 00:00:00",2004,1330
"2025-03-30 00:00:00",2234,1444
"2025-03-31 00:00:00",1729,1052
"2025-04-01 00:00:00",1543,975
"2025-04-02 00:00:00",1515,964
"2025-04-03 00:00:00",1451,922
"2025-04-04 00:00:00",1395,957
"2025-04-05 00:00:00",1700,1174
"2025-04-06 00:00:00",2001,1320
"2025-04-07 00:00:00",1586,1015
"2025-04-08 00:00:00",1493,965
"2025-04-09 00:00:00",1583,1021
"2025-04-10 00:00:00",1600,1036
"2025-04-11 00:00:00",1581,1046
"2025-04-12 00:00:00",1902,1303
"2025-04-13 00:00:00",2216,1523
"2025-04-14 00:00:00",1713,1135
"2025-04-15 00:00:00",1672,1089
"2025-04-16 00:00:00",1693,1097
"2025-04-17 00:00:00",1674,1109
"2025-04-18 00:00:00",1984,1348
"2025-04-19 00:00:00",2092,1421
"2025-04-20 00:00:00",2281,1510
"2025-04-21 00:00:00",2308,1473
"2025-04-22 00:00:00",2281,1347
"2025-04-23 00:00:00",2071,1335
"2025-04-24 00:00:00",1882,1238
"2025-04-25 00:00:00",1921,1256
"2025-04-26 00:00:00",2171,1470
"2025-04-27 00:00:00",2292,1525
"2025-04-28 00:00:00",1593,1046
"2025-04-29 00:00:00",1588,1002
"2025-04-30 00:00:00",1429,967
"2025-05-01 00:00:00",1669,1138
"2025-05-02 00:00:00",1686,1127
"2025-05-03 00:00:00",2073,1401
"2025-05-04 00:00:00",2507,1585
"2025-05-05 00:00:00",1863,1237
"2025-05-06 00:00:00",1720,1073
"2025-05-07 00:00:00",1675,1047
"2025-05-08 00:00:00",1606,1039
"2025-05-09 00:00:00",1673,1043
"2025-05-10 00:00:00",1782,1238
"2025-05-11 00:00:00",2029,1340
"2025-05-12 00:00:00",1685,998
"2025-05-13 00:00:00",1480,915
"2025-05-14 00:00:00",1422,898
"2025-05-15 00:00:00",1431,895
"2025-05-16 00:00:00",1501,940
"2025-05-17 00:00:00",1701,1189
"2025-05-18 00:00:00",1954,1313
"2025-05-19 00:00:00",1598,980
"2025-05-20 00:00:00",1463,930
"2025-05-21 00:00:00",1471,930
"2025-05-22 00:00:00",1520,946
"2025-05-23 00:00:00",1707,1039
"2025-05-24 00:00:00",1917,1307
"2025-05-25 00:00:00",2172,1439
"2025-05-26 00:00:00",2072,1284
"2025-05-27 00:00:00",1787,1145
"2025-05-28 00:00:00",1843,1153
"2025-05-29 00:00:00",2551,1575
"2025-05-30 00:00:00",2299,1569
"2025-05-31 00:00:00",2444,1699
"2025-06-01 00:00:00",2753,1849
"2025-06-02 00:00:00",2306,1421
"2025-06-03 00:00:00",2119,1298
"2025-06-04 00:00:00",2167,1294
"2025-06-05 00:00:00",2024,1259
"2025-06-06 00:00:00",1947,1284
"2025-06-07 00:00:00",2230,1548
"2025-06-08 00:00:00",2472,1668
"2025-06-09 00:00:00",2105,1412
"2025-06-10 00:00:00",1970,1198
"2025-06-11 00:00:00",1842,1134
"2025-06-12 00:00:00",1855,1118
"2025-06-13 00:00:00",1785,1159
"2025-06-14 00:00:00",1928,1363
"2025-06-15 00:00:00",2261,1492
"2025-06-16 00:00:00",1960,1193
"2025-06-17 00:00:00",1806,1129
"2025-06-18 00:00:00",1781,1097
"2025-06-19 00:00:00",1815,1158
"2025-06-20 00:00:00",1653,1130
"2025-06-21 00:00:00",1805,1291
"2025-06-22 00:00:00",2131,1416
"2025-06-23 00:00:00",1909,1187
"2025-06-24 00:00:00",1838,1145
"2025-06-25 00:00:00",1751,1087
"2025-06-26 00:00:00",1849,1109
"2025-06-27 00:00:00",1896,1235
"2025-06-28 00:00:00",2047,1423
"2025-06-29 00:00:00",2462,1665
"2025-06-30 00:00:00",3145,1802
"2025-07-01 00:00:00",2749,1847
"2025-07-02 00:00:00",2814,1759
"2025-07-03 00:00:00",2671,1715
"2025-07-04 00:00:00",2680,1751
"2025-07-05 00:00:00",2789,1945
"2025-07-06 00:00:00",3265,2233
"2025-07-07 00:00:00",2859,1796
"2025-07-08 00:00:00",2617,1686
"2025-07-09 00:00:00",2494,1611
"2025-07-10 00:00:00",2356,1524
"2025-07-11 00:00:00",2232,1512
"2025-07-12 00:00:00",2329,1671
"2025-07-13 00:00:00",2595,1782
"2025-07-14 00:00:00",2340,1532
"2025-07-15 00:00:00",2266,1408
"2025-07-16 00:00:00",2217,1391
"2025-07-17 00:00:00",2224,1384
"2025-07-18 00:00:00",2293,1494
"2025-07-19 00:00:00",2531,1777
"2025-07-20 00:00:00",3043,2078
