"DateTime","Players","Average Players"
"2016-08-01 00:00:00",18,
"2016-08-02 00:00:00",,
"2016-08-03 00:00:00",,
"2016-08-04 00:00:00",,
"2016-08-05 00:00:00",,
"2016-08-06 00:00:00",,
"2016-08-07 00:00:00",,
"2016-08-08 00:00:00",,
"2016-08-09 00:00:00",,
"2016-08-10 00:00:00",,
"2016-08-11 00:00:00",,
"2016-08-12 00:00:00",,
"2016-08-13 00:00:00",,
"2016-08-14 00:00:00",,
"2016-08-15 00:00:00",,
"2016-08-16 00:00:00",,
"2016-08-17 00:00:00",,
"2016-08-18 00:00:00",,
"2016-08-19 00:00:00",,
"2016-08-20 00:00:00",,
"2016-08-21 00:00:00",,
"2016-08-22 00:00:00",13,
"2016-08-23 00:00:00",15,
"2016-08-24 00:00:00",20,
"2016-08-25 00:00:00",15,
"2016-08-26 00:00:00",20,
"2016-08-27 00:00:00",5,
"2016-08-28 00:00:00",3,
"2016-08-29 00:00:00",18,
"2016-08-30 00:00:00",17,
"2016-08-31 00:00:00",16,
"2016-09-01 00:00:00",18,
"2016-09-02 00:00:00",19,
"2016-09-03 00:00:00",5,
"2016-09-04 00:00:00",3,
"2016-09-05 00:00:00",14,
"2016-09-06 00:00:00",22,
"2016-09-07 00:00:00",18,
"2016-09-08 00:00:00",20,
"2016-09-09 00:00:00",18,
"2016-09-10 00:00:00",5,
"2016-09-11 00:00:00",4,
"2016-09-12 00:00:00",20,
"2016-09-13 00:00:00",68,
"2016-09-14 00:00:00",603,
"2016-09-15 00:00:00",1956,
"2016-09-16 00:00:00",1727,
"2016-09-17 00:00:00",2836,
"2016-09-18 00:00:00",2780,
"2016-09-19 00:00:00",2198,
"2016-09-20 00:00:00",1466,
"2016-09-21 00:00:00",1262,
"2016-09-22 00:00:00",1122,
"2016-09-23 00:00:00",1003,
"2016-09-24 00:00:00",1542,
"2016-09-25 00:00:00",1595,
"2016-09-26 00:00:00",1260,
"2016-09-27 00:00:00",833,
"2016-09-28 00:00:00",736,
"2016-09-29 00:00:00",772,
"2016-09-30 00:00:00",741,
"2016-10-01 00:00:00",685,
"2016-10-02 00:00:00",1031,
"2016-10-03 00:00:00",889,
"2016-10-04 00:00:00",633,
"2016-10-05 00:00:00",528,
"2016-10-06 00:00:00",462,
"2016-10-07 00:00:00",580,
"2016-10-08 00:00:00",503,
"2016-10-09 00:00:00",749,
"2016-10-10 00:00:00",609,
"2016-10-11 00:00:00",430,
"2016-10-12 00:00:00",381,
"2016-10-13 00:00:00",322,
"2016-10-14 00:00:00",366,
"2016-10-15 00:00:00",556,
"2016-10-16 00:00:00",536,
"2016-10-17 00:00:00",506,
"2016-10-18 00:00:00",321,
"2016-10-19 00:00:00",357,
"2016-10-20 00:00:00",402,
"2016-10-21 00:00:00",360,
"2016-10-22 00:00:00",495,
"2016-10-23 00:00:00",388,
"2016-10-24 00:00:00",425,
"2016-10-25 00:00:00",347,
"2016-10-26 00:00:00",311,
"2016-10-27 00:00:00",301,
"2016-10-28 00:00:00",271,
"2016-10-29 00:00:00",438,
"2016-10-30 00:00:00",563,
"2016-10-31 00:00:00",491,
"2016-11-01 00:00:00",353,
"2016-11-02 00:00:00",381,
"2016-11-03 00:00:00",355,
"2016-11-04 00:00:00",329,
"2016-11-05 00:00:00",457,
"2016-11-06 00:00:00",433,
"2016-11-07 00:00:00",303,
"2016-11-08 00:00:00",296,
"2016-11-09 00:00:00",275,
"2016-11-10 00:00:00",238,
"2016-11-11 00:00:00",336,
"2016-11-12 00:00:00",440,
"2016-11-13 00:00:00",435,
"2016-11-14 00:00:00",325,
"2016-11-15 00:00:00",298,
"2016-11-16 00:00:00",258,
"2016-11-17 00:00:00",201,
"2016-11-18 00:00:00",215,
"2016-11-19 00:00:00",339,
"2016-11-20 00:00:00",387,
"2016-11-21 00:00:00",336,
"2016-11-22 00:00:00",253,
"2016-11-23 00:00:00",218,
"2016-11-24 00:00:00",194,
"2016-11-25 00:00:00",271,
"2016-11-26 00:00:00",287,
"2016-11-27 00:00:00",330,
"2016-11-28 00:00:00",288,
"2016-11-29 00:00:00",196,
"2016-11-30 00:00:00",181,
"2016-12-01 00:00:00",234,
"2016-12-02 00:00:00",269,
"2016-12-03 00:00:00",391,
"2016-12-04 00:00:00",409,
"2016-12-05 00:00:00",371,
"2016-12-06 00:00:00",240,
"2016-12-07 00:00:00",246,
"2016-12-08 00:00:00",224,
"2016-12-09 00:00:00",245,
"2016-12-10 00:00:00",263,
"2016-12-11 00:00:00",389,
"2016-12-12 00:00:00",340,
"2016-12-13 00:00:00",214,
"2016-12-14 00:00:00",183,
"2016-12-15 00:00:00",165,
"2016-12-16 00:00:00",203,
"2016-12-17 00:00:00",317,
"2016-12-18 00:00:00",342,
"2016-12-19 00:00:00",276,
"2016-12-20 00:00:00",236,
"2016-12-21 00:00:00",225,
"2016-12-22 00:00:00",231,
"2016-12-23 00:00:00",206,
"2016-12-24 00:00:00",220,
"2016-12-25 00:00:00",305,
"2016-12-26 00:00:00",295,
"2016-12-27 00:00:00",357,
"2016-12-28 00:00:00",323,
"2016-12-29 00:00:00",303,
"2016-12-30 00:00:00",291,
"2016-12-31 00:00:00",284,
"2017-01-01 00:00:00",349,
"2017-01-02 00:00:00",358,
"2017-01-03 00:00:00",346,
"2017-01-04 00:00:00",245,
"2017-01-05 00:00:00",277,
"2017-01-06 00:00:00",227,
"2017-01-07 00:00:00",345,
"2017-01-08 00:00:00",416,
"2017-01-09 00:00:00",235,
"2017-01-10 00:00:00",250,
"2017-01-11 00:00:00",245,
"2017-01-12 00:00:00",240,
"2017-01-13 00:00:00",282,
"2017-01-14 00:00:00",276,
"2017-01-15 00:00:00",428,
"2017-01-16 00:00:00",353,
"2017-01-17 00:00:00",301,
"2017-01-18 00:00:00",264,
"2017-01-19 00:00:00",259,
"2017-01-20 00:00:00",246,
"2017-01-21 00:00:00",346,
"2017-01-22 00:00:00",366,
"2017-01-23 00:00:00",309,
"2017-01-24 00:00:00",227,
"2017-01-25 00:00:00",237,
"2017-01-26 00:00:00",219,
"2017-01-27 00:00:00",233,
"2017-01-28 00:00:00",331,
"2017-01-29 00:00:00",351,
"2017-01-30 00:00:00",309,
"2017-01-31 00:00:00",219,
"2017-02-01 00:00:00",206,
"2017-02-02 00:00:00",184,
"2017-02-03 00:00:00",369,
"2017-02-04 00:00:00",546,
"2017-02-05 00:00:00",640,
"2017-02-06 00:00:00",482,
"2017-02-07 00:00:00",333,
"2017-02-08 00:00:00",325,
"2017-02-09 00:00:00",351,
"2017-02-10 00:00:00",322,
"2017-02-11 00:00:00",479,
"2017-02-12 00:00:00",457,
"2017-02-13 00:00:00",402,
"2017-02-14 00:00:00",276,
"2017-02-15 00:00:00",218,
"2017-02-16 00:00:00",205,
"2017-02-17 00:00:00",239,
"2017-02-18 00:00:00",344,
"2017-02-19 00:00:00",415,
"2017-02-20 00:00:00",326,
"2017-02-21 00:00:00",299,
"2017-02-22 00:00:00",257,
"2017-02-23 00:00:00",235,
"2017-02-24 00:00:00",256,
"2017-02-25 00:00:00",378,
"2017-02-26 00:00:00",418,
"2017-02-27 00:00:00",328,
"2017-02-28 00:00:00",265,
"2017-03-01 00:00:00",268,
"2017-03-02 00:00:00",212,
"2017-03-03 00:00:00",250,
"2017-03-04 00:00:00",331,
"2017-03-05 00:00:00",351,
"2017-03-06 00:00:00",278,
"2017-03-07 00:00:00",246,
"2017-03-08 00:00:00",212,
"2017-03-09 00:00:00",210,
"2017-03-10 00:00:00",185,
"2017-03-11 00:00:00",289,
